"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	Population
	"Perry County, MO"	"29157"	"Male"	"M"	9526
"Total"	"Perry County, MO"	"29157"			19136
	"Pettis County, MO"	"29159"	"Female"	"F"	21336
	"Pettis County, MO"	"29159"	"Male"	"M"	21003
"Total"	"Pettis County, MO"	"29159"			42339
	"Phelps County, MO"	"29161"	"Female"	"F"	21288
	"Phelps County, MO"	"29161"	"Male"	"M"	23285
"Total"	"Phelps County, MO"	"29161"			44573
	"Pike County, MO"	"29163"	"Female"	"F"	8173
	"Pike County, MO"	"29163"	"Male"	"M"	10129
"Total"	"Pike County, MO"	"29163"			18302
	"Platte County, MO"	"29165"	"Female"	"F"	52853
	"Platte County, MO"	"29165"	"Male"	"M"	51565
"Total"	"Platte County, MO"	"29165"			104418
	"Polk County, MO"	"29167"	"Female"	"F"	16321
	"Polk County, MO"	"29167"	"Male"	"M"	15828
"Total"	"Polk County, MO"	"29167"			32149
	"Pulaski County, MO"	"29169"	"Female"	"F"	22991
	"Pulaski County, MO"	"29169"	"Male"	"M"	29616
"Total"	"Pulaski County, MO"	"29169"			52607
	"Putnam County, MO"	"29171"	"Female"	"F"	2322
	"Putnam County, MO"	"29171"	"Male"	"M"	2374
"Total"	"Putnam County, MO"	"29171"			4696
	"Ralls County, MO"	"29173"	"Female"	"F"	5126
	"Ralls County, MO"	"29173"	"Male"	"M"	5183
"Total"	"Ralls County, MO"	"29173"			10309
	"Randolph County, MO"	"29175"	"Female"	"F"	11913
	"Randolph County, MO"	"29175"	"Male"	"M"	12835
"Total"	"Randolph County, MO"	"29175"			24748
	"Ray County, MO"	"29177"	"Female"	"F"	11527
	"Ray County, MO"	"29177"	"Male"	"M"	11491
"Total"	"Ray County, MO"	"29177"			23018
	"Reynolds County, MO"	"29179"	"Female"	"F"	3025
	"Reynolds County, MO"	"29179"	"Male"	"M"	3245
"Total"	"Reynolds County, MO"	"29179"			6270
	"Ripley County, MO"	"29181"	"Female"	"F"	6687
	"Ripley County, MO"	"29181"	"Male"	"M"	6601
"Total"	"Ripley County, MO"	"29181"			13288
	"St. Charles County, MO"	"29183"	"Female"	"F"	204529
	"St. Charles County, MO"	"29183"	"Male"	"M"	197493
"Total"	"St. Charles County, MO"	"29183"			402022
	"St. Clair County, MO"	"29185"	"Female"	"F"	4646
	"St. Clair County, MO"	"29185"	"Male"	"M"	4751
"Total"	"St. Clair County, MO"	"29185"			9397
	"Ste. Genevieve County, MO"	"29186"	"Female"	"F"	8812
	"Ste. Genevieve County, MO"	"29186"	"Male"	"M"	9082
"Total"	"Ste. Genevieve County, MO"	"29186"			17894
	"St. Francois County, MO"	"29187"	"Female"	"F"	31339
	"St. Francois County, MO"	"29187"	"Male"	"M"	35876
"Total"	"St. Francois County, MO"	"29187"			67215
	"St. Louis County, MO"	"29189"	"Female"	"F"	522146
	"St. Louis County, MO"	"29189"	"Male"	"M"	472059
"Total"	"St. Louis County, MO"	"29189"			994205
	"Saline County, MO"	"29195"	"Female"	"F"	11401
	"Saline County, MO"	"29195"	"Male"	"M"	11360
"Total"	"Saline County, MO"	"29195"			22761
	"Schuyler County, MO"	"29197"	"Female"	"F"	2349
	"Schuyler County, MO"	"29197"	"Male"	"M"	2311
"Total"	"Schuyler County, MO"	"29197"			4660
	"Scotland County, MO"	"29199"	"Female"	"F"	2482
	"Scotland County, MO"	"29199"	"Male"	"M"	2420
"Total"	"Scotland County, MO"	"29199"			4902
	"Scott County, MO"	"29201"	"Female"	"F"	19704
	"Scott County, MO"	"29201"	"Male"	"M"	18576
"Total"	"Scott County, MO"	"29201"			38280
	"Shannon County, MO"	"29203"	"Female"	"F"	4098
	"Shannon County, MO"	"29203"	"Male"	"M"	4068
"Total"	"Shannon County, MO"	"29203"			8166
	"Shelby County, MO"	"29205"	"Female"	"F"	2949
	"Shelby County, MO"	"29205"	"Male"	"M"	2981
"Total"	"Shelby County, MO"	"29205"			5930
	"Stoddard County, MO"	"29207"	"Female"	"F"	14761
	"Stoddard County, MO"	"29207"	"Male"	"M"	14264
"Total"	"Stoddard County, MO"	"29207"			29025
	"Stone County, MO"	"29209"	"Female"	"F"	16243
	"Stone County, MO"	"29209"	"Male"	"M"	15709
"Total"	"Stone County, MO"	"29209"			31952
	"Sullivan County, MO"	"29211"	"Female"	"F"	2982
	"Sullivan County, MO"	"29211"	"Male"	"M"	3107
"Total"	"Sullivan County, MO"	"29211"			6089
	"Taney County, MO"	"29213"	"Female"	"F"	28911
	"Taney County, MO"	"29213"	"Male"	"M"	27017
"Total"	"Taney County, MO"	"29213"			55928
	"Texas County, MO"	"29215"	"Female"	"F"	12076
	"Texas County, MO"	"29215"	"Male"	"M"	13322
"Total"	"Texas County, MO"	"29215"			25398
	"Vernon County, MO"	"29217"	"Female"	"F"	10496
	"Vernon County, MO"	"29217"	"Male"	"M"	10067
"Total"	"Vernon County, MO"	"29217"			20563
	"Warren County, MO"	"29219"	"Female"	"F"	17849
	"Warren County, MO"	"29219"	"Male"	"M"	17800
"Total"	"Warren County, MO"	"29219"			35649
	"Washington County, MO"	"29221"	"Female"	"F"	12005
	"Washington County, MO"	"29221"	"Male"	"M"	12725
"Total"	"Washington County, MO"	"29221"			24730
	"Wayne County, MO"	"29223"	"Female"	"F"	6545
	"Wayne County, MO"	"29223"	"Male"	"M"	6328
"Total"	"Wayne County, MO"	"29223"			12873
	"Webster County, MO"	"29225"	"Female"	"F"	19337
	"Webster County, MO"	"29225"	"Male"	"M"	20255
"Total"	"Webster County, MO"	"29225"			39592
	"Worth County, MO"	"29227"	"Female"	"F"	1042
	"Worth County, MO"	"29227"	"Male"	"M"	971
"Total"	"Worth County, MO"	"29227"			2013
	"Wright County, MO"	"29229"	"Female"	"F"	9319
	"Wright County, MO"	"29229"	"Male"	"M"	8970
"Total"	"Wright County, MO"	"29229"			18289
	"St. Louis city, MO"	"29510"	"Female"	"F"	155158
	"St. Louis city, MO"	"29510"	"Male"	"M"	145418
"Total"	"St. Louis city, MO"	"29510"			300576
	"Beaverhead County, MT"	"30001"	"Female"	"F"	4616
	"Beaverhead County, MT"	"30001"	"Male"	"M"	4837
"Total"	"Beaverhead County, MT"	"30001"			9453
	"Big Horn County, MT"	"30003"	"Female"	"F"	6766
	"Big Horn County, MT"	"30003"	"Male"	"M"	6553
"Total"	"Big Horn County, MT"	"30003"			13319
	"Blaine County, MT"	"30005"	"Female"	"F"	3345
	"Blaine County, MT"	"30005"	"Male"	"M"	3336
"Total"	"Blaine County, MT"	"30005"			6681
	"Broadwater County, MT"	"30007"	"Female"	"F"	3027
	"Broadwater County, MT"	"30007"	"Male"	"M"	3210
"Total"	"Broadwater County, MT"	"30007"			6237
	"Carbon County, MT"	"30009"	"Female"	"F"	5300
	"Carbon County, MT"	"30009"	"Male"	"M"	5425
"Total"	"Carbon County, MT"	"30009"			10725
	"Carter County, MT"	"30011"	"Female"	"F"	627
	"Carter County, MT"	"30011"	"Male"	"M"	625
"Total"	"Carter County, MT"	"30011"			1252
	"Cascade County, MT"	"30013"	"Female"	"F"	40246
	"Cascade County, MT"	"30013"	"Male"	"M"	41120
"Total"	"Cascade County, MT"	"30013"			81366
	"Chouteau County, MT"	"30015"	"Female"	"F"	2804
	"Chouteau County, MT"	"30015"	"Male"	"M"	2831
"Total"	"Chouteau County, MT"	"30015"			5635
	"Custer County, MT"	"30017"	"Female"	"F"	5715
	"Custer County, MT"	"30017"	"Male"	"M"	5687
"Total"	"Custer County, MT"	"30017"			11402
	"Daniels County, MT"	"30019"	"Female"	"F"	821
	"Daniels County, MT"	"30019"	"Male"	"M"	869
"Total"	"Daniels County, MT"	"30019"			1690
	"Dawson County, MT"	"30021"	"Female"	"F"	4155
	"Dawson County, MT"	"30021"	"Male"	"M"	4458
"Total"	"Dawson County, MT"	"30021"			8613
	"Deer Lodge County, MT"	"30023"	"Female"	"F"	4244
	"Deer Lodge County, MT"	"30023"	"Male"	"M"	4896
"Total"	"Deer Lodge County, MT"	"30023"			9140
	"Fallon County, MT"	"30025"	"Female"	"F"	1395
	"Fallon County, MT"	"30025"	"Male"	"M"	1451
"Total"	"Fallon County, MT"	"30025"			2846
	"Fergus County, MT"	"30027"	"Female"	"F"	5401
	"Fergus County, MT"	"30027"	"Male"	"M"	5649
"Total"	"Fergus County, MT"	"30027"			11050
	"Flathead County, MT"	"30029"	"Female"	"F"	52062
	"Flathead County, MT"	"30029"	"Male"	"M"	51744
"Total"	"Flathead County, MT"	"30029"			103806
	"Gallatin County, MT"	"30031"	"Female"	"F"	55000
	"Gallatin County, MT"	"30031"	"Male"	"M"	59434
"Total"	"Gallatin County, MT"	"30031"			114434
	"Garfield County, MT"	"30033"	"Female"	"F"	627
	"Garfield County, MT"	"30033"	"Male"	"M"	631
"Total"	"Garfield County, MT"	"30033"			1258
	"Glacier County, MT"	"30035"	"Female"	"F"	7082
	"Glacier County, MT"	"30035"	"Male"	"M"	6671
"Total"	"Glacier County, MT"	"30035"			13753
	"Golden Valley County, MT"	"30037"	"Female"	"F"	404
	"Golden Valley County, MT"	"30037"	"Male"	"M"	417
"Total"	"Golden Valley County, MT"	"30037"			821
	"Granite County, MT"	"30039"	"Female"	"F"	1648
	"Granite County, MT"	"30039"	"Male"	"M"	1731
"Total"	"Granite County, MT"	"30039"			3379
	"Hill County, MT"	"30041"	"Female"	"F"	8149
	"Hill County, MT"	"30041"	"Male"	"M"	8335
"Total"	"Hill County, MT"	"30041"			16484
	"Jefferson County, MT"	"30043"	"Female"	"F"	5987
	"Jefferson County, MT"	"30043"	"Male"	"M"	6234
"Total"	"Jefferson County, MT"	"30043"			12221
	"Judith Basin County, MT"	"30045"	"Female"	"F"	985
	"Judith Basin County, MT"	"30045"	"Male"	"M"	1022
"Total"	"Judith Basin County, MT"	"30045"			2007
	"Lake County, MT"	"30047"	"Female"	"F"	15441
	"Lake County, MT"	"30047"	"Male"	"M"	15017
"Total"	"Lake County, MT"	"30047"			30458
	"Lewis and Clark County, MT"	"30049"	"Female"	"F"	35062
	"Lewis and Clark County, MT"	"30049"	"Male"	"M"	34370
"Total"	"Lewis and Clark County, MT"	"30049"			69432
	"Liberty County, MT"	"30051"	"Female"	"F"	1205
	"Liberty County, MT"	"30051"	"Male"	"M"	1132
"Total"	"Liberty County, MT"	"30051"			2337
	"Lincoln County, MT"	"30053"	"Female"	"F"	9972
	"Lincoln County, MT"	"30053"	"Male"	"M"	10008
"Total"	"Lincoln County, MT"	"30053"			19980
	"McCone County, MT"	"30055"	"Female"	"F"	809
	"McCone County, MT"	"30055"	"Male"	"M"	855
"Total"	"McCone County, MT"	"30055"			1664
	"Madison County, MT"	"30057"	"Female"	"F"	4078
	"Madison County, MT"	"30057"	"Male"	"M"	4522
"Total"	"Madison County, MT"	"30057"			8600
	"Meagher County, MT"	"30059"	"Female"	"F"	908
	"Meagher County, MT"	"30059"	"Male"	"M"	954
"Total"	"Meagher County, MT"	"30059"			1862
	"Mineral County, MT"	"30061"	"Female"	"F"	2144
	"Mineral County, MT"	"30061"	"Male"	"M"	2253
"Total"	"Mineral County, MT"	"30061"			4397
	"Missoula County, MT"	"30063"	"Female"	"F"	59773
	"Missoula County, MT"	"30063"	"Male"	"M"	59827
"Total"	"Missoula County, MT"	"30063"			119600
	"Musselshell County, MT"	"30065"	"Female"	"F"	2288
	"Musselshell County, MT"	"30065"	"Male"	"M"	2345
"Total"	"Musselshell County, MT"	"30065"			4633
	"Park County, MT"	"30067"	"Female"	"F"	8253
	"Park County, MT"	"30067"	"Male"	"M"	8353
"Total"	"Park County, MT"	"30067"			16606
	"Petroleum County, MT"	"30069"	"Female"	"F"	221
	"Petroleum County, MT"	"30069"	"Male"	"M"	266
"Total"	"Petroleum County, MT"	"30069"			487
	"Phillips County, MT"	"30071"	"Female"	"F"	1959
	"Phillips County, MT"	"30071"	"Male"	"M"	1995
"Total"	"Phillips County, MT"	"30071"			3954
	"Pondera County, MT"	"30073"	"Female"	"F"	2999
	"Pondera County, MT"	"30073"	"Male"	"M"	2912
"Total"	"Pondera County, MT"	"30073"			5911
	"Powder River County, MT"	"30075"	"Female"	"F"	843
	"Powder River County, MT"	"30075"	"Male"	"M"	839
"Total"	"Powder River County, MT"	"30075"			1682
	"Powell County, MT"	"30077"	"Female"	"F"	2556
	"Powell County, MT"	"30077"	"Male"	"M"	4334
"Total"	"Powell County, MT"	"30077"			6890
	"Prairie County, MT"	"30079"	"Female"	"F"	533
	"Prairie County, MT"	"30079"	"Male"	"M"	544
"Total"	"Prairie County, MT"	"30079"			1077
	"Ravalli County, MT"	"30081"	"Female"	"F"	22082
	"Ravalli County, MT"	"30081"	"Male"	"M"	21724
"Total"	"Ravalli County, MT"	"30081"			43806
	"Richland County, MT"	"30083"	"Female"	"F"	5173
	"Richland County, MT"	"30083"	"Male"	"M"	5630
"Total"	"Richland County, MT"	"30083"			10803
	"Roosevelt County, MT"	"30085"	"Female"	"F"	5490
	"Roosevelt County, MT"	"30085"	"Male"	"M"	5514
"Total"	"Roosevelt County, MT"	"30085"			11004
	"Rosebud County, MT"	"30087"	"Female"	"F"	4444
	"Rosebud County, MT"	"30087"	"Male"	"M"	4493
"Total"	"Rosebud County, MT"	"30087"			8937
	"Sanders County, MT"	"30089"	"Female"	"F"	5924
	"Sanders County, MT"	"30089"	"Male"	"M"	6189
"Total"	"Sanders County, MT"	"30089"			12113
	"Sheridan County, MT"	"30091"	"Female"	"F"	1607
	"Sheridan County, MT"	"30091"	"Male"	"M"	1702
"Total"	"Sheridan County, MT"	"30091"			3309
	"Silver Bow County, MT"	"30093"	"Female"	"F"	17346
	"Silver Bow County, MT"	"30093"	"Male"	"M"	17569
"Total"	"Silver Bow County, MT"	"30093"			34915
	"Stillwater County, MT"	"30095"	"Female"	"F"	4739
	"Stillwater County, MT"	"30095"	"Male"	"M"	4903
"Total"	"Stillwater County, MT"	"30095"			9642
	"Sweet Grass County, MT"	"30097"	"Female"	"F"	1838
	"Sweet Grass County, MT"	"30097"	"Male"	"M"	1899
"Total"	"Sweet Grass County, MT"	"30097"			3737
	"Teton County, MT"	"30099"	"Female"	"F"	3129
	"Teton County, MT"	"30099"	"Male"	"M"	3018
"Total"	"Teton County, MT"	"30099"			6147
	"Toole County, MT"	"30101"	"Female"	"F"	2074
	"Toole County, MT"	"30101"	"Male"	"M"	2662
"Total"	"Toole County, MT"	"30101"			4736
	"Treasure County, MT"	"30103"	"Female"	"F"	350
	"Treasure County, MT"	"30103"	"Male"	"M"	346
"Total"	"Treasure County, MT"	"30103"			696
	"Valley County, MT"	"30105"	"Female"	"F"	3667
	"Valley County, MT"	"30105"	"Male"	"M"	3729
"Total"	"Valley County, MT"	"30105"			7396
	"Wheatland County, MT"	"30107"	"Female"	"F"	1025
	"Wheatland County, MT"	"30107"	"Male"	"M"	1101
"Total"	"Wheatland County, MT"	"30107"			2126
	"Wibaux County, MT"	"30109"	"Female"	"F"	476
	"Wibaux County, MT"	"30109"	"Male"	"M"	493
"Total"	"Wibaux County, MT"	"30109"			969
	"Yellowstone County, MT"	"30111"	"Female"	"F"	81898
	"Yellowstone County, MT"	"30111"	"Male"	"M"	79402
"Total"	"Yellowstone County, MT"	"30111"			161300
	"Adams County, NE"	"31001"	"Female"	"F"	15749
	"Adams County, NE"	"31001"	"Male"	"M"	15614
"Total"	"Adams County, NE"	"31001"			31363
	"Antelope County, NE"	"31003"	"Female"	"F"	3120
	"Antelope County, NE"	"31003"	"Male"	"M"	3178
"Total"	"Antelope County, NE"	"31003"			6298
	"Arthur County, NE"	"31005"	"Female"	"F"	236
	"Arthur County, NE"	"31005"	"Male"	"M"	227
"Total"	"Arthur County, NE"	"31005"			463
	"Banner County, NE"	"31007"	"Female"	"F"	384
	"Banner County, NE"	"31007"	"Male"	"M"	361
"Total"	"Banner County, NE"	"31007"			745
	"Blaine County, NE"	"31009"	"Female"	"F"	222
	"Blaine County, NE"	"31009"	"Male"	"M"	243
"Total"	"Blaine County, NE"	"31009"			465
	"Boone County, NE"	"31011"	"Female"	"F"	2616
	"Boone County, NE"	"31011"	"Male"	"M"	2576
"Total"	"Boone County, NE"	"31011"			5192
	"Box Butte County, NE"	"31013"	"Female"	"F"	5418
	"Box Butte County, NE"	"31013"	"Male"	"M"	5365
"Total"	"Box Butte County, NE"	"31013"			10783
	"Boyd County, NE"	"31015"	"Female"	"F"	964
	"Boyd County, NE"	"31015"	"Male"	"M"	955
"Total"	"Boyd County, NE"	"31015"			1919
	"Brown County, NE"	"31017"	"Female"	"F"	1483
	"Brown County, NE"	"31017"	"Male"	"M"	1472
"Total"	"Brown County, NE"	"31017"			2955
	"Buffalo County, NE"	"31019"	"Female"	"F"	24818
	"Buffalo County, NE"	"31019"	"Male"	"M"	24841
"Total"	"Buffalo County, NE"	"31019"			49659
	"Burt County, NE"	"31021"	"Female"	"F"	3241
	"Burt County, NE"	"31021"	"Male"	"M"	3218
"Total"	"Burt County, NE"	"31021"			6459
	"Butler County, NE"	"31023"	"Female"	"F"	3970
	"Butler County, NE"	"31023"	"Male"	"M"	4046
"Total"	"Butler County, NE"	"31023"			8016
	"Cass County, NE"	"31025"	"Female"	"F"	12985
	"Cass County, NE"	"31025"	"Male"	"M"	13263
"Total"	"Cass County, NE"	"31025"			26248
	"Cedar County, NE"	"31027"	"Female"	"F"	4126
	"Cedar County, NE"	"31027"	"Male"	"M"	4276
"Total"	"Cedar County, NE"	"31027"			8402
	"Chase County, NE"	"31029"	"Female"	"F"	1998
	"Chase County, NE"	"31029"	"Male"	"M"	1926
"Total"	"Chase County, NE"	"31029"			3924
	"Cherry County, NE"	"31031"	"Female"	"F"	2786
	"Cherry County, NE"	"31031"	"Male"	"M"	2903
"Total"	"Cherry County, NE"	"31031"			5689
	"Cheyenne County, NE"	"31033"	"Female"	"F"	4438
	"Cheyenne County, NE"	"31033"	"Male"	"M"	4472
"Total"	"Cheyenne County, NE"	"31033"			8910
	"Clay County, NE"	"31035"	"Female"	"F"	3045
	"Clay County, NE"	"31035"	"Male"	"M"	3158
"Total"	"Clay County, NE"	"31035"			6203
	"Colfax County, NE"	"31037"	"Female"	"F"	4979
	"Colfax County, NE"	"31037"	"Male"	"M"	5730
"Total"	"Colfax County, NE"	"31037"			10709
	"Cuming County, NE"	"31039"	"Female"	"F"	4411
	"Cuming County, NE"	"31039"	"Male"	"M"	4435
"Total"	"Cuming County, NE"	"31039"			8846
	"Custer County, NE"	"31041"	"Female"	"F"	5405
	"Custer County, NE"	"31041"	"Male"	"M"	5372
"Total"	"Custer County, NE"	"31041"			10777
	"Dakota County, NE"	"31043"	"Female"	"F"	9848
	"Dakota County, NE"	"31043"	"Male"	"M"	10178
"Total"	"Dakota County, NE"	"31043"			20026
	"Dawes County, NE"	"31045"	"Female"	"F"	4332
	"Dawes County, NE"	"31045"	"Male"	"M"	4257
"Total"	"Dawes County, NE"	"31045"			8589
	"Dawson County, NE"	"31047"	"Female"	"F"	11317
	"Dawson County, NE"	"31047"	"Male"	"M"	12278
"Total"	"Dawson County, NE"	"31047"			23595
	"Deuel County, NE"	"31049"	"Female"	"F"	897
	"Deuel County, NE"	"31049"	"Male"	"M"	897
"Total"	"Deuel County, NE"	"31049"			1794
	"Dixon County, NE"	"31051"	"Female"	"F"	2767
	"Dixon County, NE"	"31051"	"Male"	"M"	2869
"Total"	"Dixon County, NE"	"31051"			5636
	"Dodge County, NE"	"31053"	"Female"	"F"	18369
	"Dodge County, NE"	"31053"	"Male"	"M"	18196
"Total"	"Dodge County, NE"	"31053"			36565
	"Douglas County, NE"	"31055"	"Female"	"F"	289503
	"Douglas County, NE"	"31055"	"Male"	"M"	281824
"Total"	"Douglas County, NE"	"31055"			571327
	"Dundy County, NE"	"31057"	"Female"	"F"	848
	"Dundy County, NE"	"31057"	"Male"	"M"	845
"Total"	"Dundy County, NE"	"31057"			1693
	"Fillmore County, NE"	"31059"	"Female"	"F"	2721
	"Fillmore County, NE"	"31059"	"Male"	"M"	2741
"Total"	"Fillmore County, NE"	"31059"			5462
	"Franklin County, NE"	"31061"	"Female"	"F"	1506
	"Franklin County, NE"	"31061"	"Male"	"M"	1473
"Total"	"Franklin County, NE"	"31061"			2979
	"Frontier County, NE"	"31063"	"Female"	"F"	1302
	"Frontier County, NE"	"31063"	"Male"	"M"	1325
"Total"	"Frontier County, NE"	"31063"			2627
	"Furnas County, NE"	"31065"	"Female"	"F"	2357
	"Furnas County, NE"	"31065"	"Male"	"M"	2319
"Total"	"Furnas County, NE"	"31065"			4676
	"Gage County, NE"	"31067"	"Female"	"F"	10772
	"Gage County, NE"	"31067"	"Male"	"M"	10741
"Total"	"Gage County, NE"	"31067"			21513
	"Garden County, NE"	"31069"	"Female"	"F"	877
	"Garden County, NE"	"31069"	"Male"	"M"	960
"Total"	"Garden County, NE"	"31069"			1837
	"Garfield County, NE"	"31071"	"Female"	"F"	984
	"Garfield County, NE"	"31071"	"Male"	"M"	985
"Total"	"Garfield County, NE"	"31071"			1969
	"Gosper County, NE"	"31073"	"Female"	"F"	979
	"Gosper County, NE"	"31073"	"Male"	"M"	1011
"Total"	"Gosper County, NE"	"31073"			1990
	"Grant County, NE"	"31075"	"Female"	"F"	297
	"Grant County, NE"	"31075"	"Male"	"M"	326
"Total"	"Grant County, NE"	"31075"			623
	"Greeley County, NE"	"31077"	"Female"	"F"	1192
	"Greeley County, NE"	"31077"	"Male"	"M"	1164
"Total"	"Greeley County, NE"	"31077"			2356
	"Hall County, NE"	"31079"	"Female"	"F"	30329
	"Hall County, NE"	"31079"	"Male"	"M"	31024
"Total"	"Hall County, NE"	"31079"			61353
	"Hamilton County, NE"	"31081"	"Female"	"F"	4619
	"Hamilton County, NE"	"31081"	"Male"	"M"	4705
"Total"	"Hamilton County, NE"	"31081"			9324
	"Harlan County, NE"	"31083"	"Female"	"F"	1634
	"Harlan County, NE"	"31083"	"Male"	"M"	1746
"Total"	"Harlan County, NE"	"31083"			3380
	"Hayes County, NE"	"31085"	"Female"	"F"	453
	"Hayes County, NE"	"31085"	"Male"	"M"	469
"Total"	"Hayes County, NE"	"31085"			922
	"Hitchcock County, NE"	"31087"	"Female"	"F"	1384
	"Hitchcock County, NE"	"31087"	"Male"	"M"	1378
"Total"	"Hitchcock County, NE"	"31087"			2762
	"Holt County, NE"	"31089"	"Female"	"F"	5032
	"Holt County, NE"	"31089"	"Male"	"M"	5035
"Total"	"Holt County, NE"	"31089"			10067
	"Hooker County, NE"	"31091"	"Female"	"F"	354
	"Hooker County, NE"	"31091"	"Male"	"M"	328
"Total"	"Hooker County, NE"	"31091"			682
	"Howard County, NE"	"31093"	"Female"	"F"	3158
	"Howard County, NE"	"31093"	"Male"	"M"	3287
"Total"	"Howard County, NE"	"31093"			6445
	"Jefferson County, NE"	"31095"	"Female"	"F"	3597
	"Jefferson County, NE"	"31095"	"Male"	"M"	3449
"Total"	"Jefferson County, NE"	"31095"			7046
	"Johnson County, NE"	"31097"	"Female"	"F"	2070
	"Johnson County, NE"	"31097"	"Male"	"M"	3001
"Total"	"Johnson County, NE"	"31097"			5071
	"Kearney County, NE"	"31099"	"Female"	"F"	3253
	"Kearney County, NE"	"31099"	"Male"	"M"	3242
"Total"	"Kearney County, NE"	"31099"			6495
	"Keith County, NE"	"31101"	"Female"	"F"	3982
	"Keith County, NE"	"31101"	"Male"	"M"	4052
"Total"	"Keith County, NE"	"31101"			8034
	"Keya Paha County, NE"	"31103"	"Female"	"F"	409
	"Keya Paha County, NE"	"31103"	"Male"	"M"	397
"Total"	"Keya Paha County, NE"	"31103"			806
	"Kimball County, NE"	"31105"	"Female"	"F"	1831
	"Kimball County, NE"	"31105"	"Male"	"M"	1801
"Total"	"Kimball County, NE"	"31105"			3632
	"Knox County, NE"	"31107"	"Female"	"F"	4208
	"Knox County, NE"	"31107"	"Male"	"M"	4124
"Total"	"Knox County, NE"	"31107"			8332
	"Lancaster County, NE"	"31109"	"Female"	"F"	158879
